x	y
94	1
99	1
104	0
109	0
114	0
119	0
124	0
129	0
134	0
139	0
144	0
149	0
154	0
159	0
164	0
169	0
174	0
179	0
184	0
189	0
194	0
199	0
204	0
209	0
214	0
219	0
224	0
229	0
234	1
239	0
244	0
249	0
254	0
259	0
264	0
269	0
274	0
279	0
284	1
289	0
294	0
299	0
304	0
309	0
314	0
319	0
324	0
329	0
334	0
339	0
344	0
349	0
354	0
359	0
364	0
369	0
374	0
379	0
384	0
389	0
394	0
399	0
404	0
409	0
414	0
419	0
424	0
429	0
434	0
439	0
444	0
449	1
454	0
459	2
464	0
469	1
474	0
479	0
484	0
489	1
494	0
499	1
504	1
509	0
514	0
519	0
524	0
529	0
534	0
539	0
544	0
549	1
554	1
559	1
564	0
569	0
574	0
579	0
584	0
589	0
594	0
599	0
604	0
609	0
614	2
619	1
624	0
629	0
634	0
639	0
644	0
649	0
654	1
659	1
664	1
669	1
674	0
679	0
684	1
689	0
694	1
699	1
704	1
709	1
714	1
719	0
724	0
729	0
734	0
739	0
744	0
749	0
754	0
759	0
764	0
769	0
774	0
779	0
784	0
789	0
794	0
799	0
804	0
809	0
814	0
819	0
824	0
829	0
834	0
839	0
844	0
849	0
854	0
859	0
864	0
869	0
874	0
879	0
884	0
889	0
894	0
899	2
904	3
909	0
914	0
919	0
924	0
929	0
934	0
939	0
944	0
949	0
954	0
959	0
964	0
969	1
974	0
979	0
984	1
989	1
994	0
999	0
1004	0
1009	0
1014	0
1019	0
1024	0
1029	0
1034	0
1039	0
1044	1
1049	0
1054	2
1059	0
1064	0
1069	0
1074	0
1079	0
1084	0
1089	0
1094	0
1099	0
1104	1
1109	1
1114	0
1119	0
1124	0
1129	0
1134	0
1139	0
1144	0
1149	0
1154	0
1159	0
1164	0
1169	1
1174	2
1179	3
1184	1
1189	0
1194	0
1199	0
1204	0
1209	2
1214	0
1219	1
1224	1
1229	2
1234	0
1239	0
1244	0
1249	0
1254	0
1259	0
1264	0
1269	0
1274	0
1279	0
1284	0
1289	0
1294	0
1299	2
1304	2
1309	2
1314	0
1319	0
1324	0
1329	0
1334	0
1339	0
1344	0
1349	0
1354	0
1359	0
1364	0
1369	0
1374	0
1379	0
1384	0
1389	0
1394	0
1399	0
1404	0
1409	0
1414	0
1419	0
1424	0
1429	0
1434	0
1439	0
1444	1
1449	0
1454	1
1459	0
1464	0
1469	4
1474	1
1479	1
1484	0
1489	0
1494	0
1499	0
1504	0
1509	0
1514	0
1519	0
1524	0
1529	0
1534	0
1539	0
1544	0
1549	0
1554	2
1559	1
1564	0
1569	0
1574	0
1579	0
1584	0
1589	0
1594	0
1599	0
1604	0
1609	0
1614	0
1619	1
1624	1
1629	1
1634	0
1639	0
1644	0
1649	0
1654	0
1659	0
1664	0
1669	0
1674	1
1679	0
1684	0
1689	0
1694	0
1699	0
1704	0
1709	1
1714	0
1719	0
1724	0
1729	1
1734	0
1739	0
1744	0
1749	0
1754	0
1759	0
1764	0
1769	1
1774	0
1779	0
1784	0
1789	0
1794	0
1799	0
1804	0
1809	0
1814	0
1819	1
1824	0
1829	1
1834	0
1839	0
1844	0
1849	0
1854	0
1859	0
1864	5
1869	3
1874	0
1879	1
1884	0
1889	1
1894	0
1899	1
1904	0
1909	0
1914	0
1919	0
1924	0
1929	0
1934	0
1939	0
1944	0
1949	0
1954	0
1959	0
1964	0
1969	0
1974	0
1979	0
1984	0
1989	0
1994	0
1999	1
2004	1
2009	0
2014	0
2019	0
2024	0
2029	0
2034	0
2039	0
2044	0
2049	0
2054	0
2059	0
2064	0
2069	0
2074	0
2079	0
2084	0
2089	0
2094	0
2099	0
2104	0
2109	0
2114	0
2119	0
2124	2
2129	0
2134	0
2139	0
2144	0
2149	0
2154	0
2159	1
2164	0
2169	0
2174	1
2179	1
2184	2
2189	0
2194	0
2199	0
2204	3
2209	0
2214	0
2219	0
2224	0
2229	0
2234	0
2239	0
2244	1
2249	2
2254	0
2259	0
2264	0
2269	0
2274	0
2279	0
2284	0
2289	0
2294	1
2299	1
2304	2
2309	1
2314	1
2319	0
2324	0
2329	0
2334	0
2339	0
2344	0
2349	0
2354	0
2359	0
2364	0
2369	2
2374	1
2379	0
2384	2
2389	1
2394	0
2399	0
2404	0
2409	0
2414	0
2419	0
2424	2
2429	2
2434	1
2439	0
2444	0
2449	0
2454	0
2459	0
2464	0
2469	0
2474	0
2479	0
2484	1
2489	1
2494	1
2499	0
2504	1
2509	0
2514	0
2519	0
2524	0
2529	0
2534	1
2539	0
2544	0
2549	1
2554	0
2559	1
2564	0
2569	0
2574	0
2579	0
2584	0
2589	0
2594	0
2599	0
2604	0
2609	0
2614	1
2619	1
2624	0
2629	0
2634	0
2639	0
2644	0
2649	0
2654	0
2659	0
2664	0
2669	0
2674	0
2679	0
2684	1
2689	3
2694	0
2699	0
2704	0
2709	0
2714	0
2719	0
2724	0
2729	0
2734	0
2739	0
2744	0
2749	2
2754	0
2759	0
2764	0
2769	0
2774	0
2779	0
2784	0
2789	0
2794	0
2799	1
2804	1
2809	2
2814	1
2819	0
2824	0
2829	0
2834	3
2839	0
2844	0
2849	0
2854	0
2859	1
2864	1
2869	1
2874	3
2879	1
2884	0
2889	0
2894	1
2899	0
2904	1
2909	0
2914	0
2919	0
2924	1
2929	2
2934	1
2939	0
